"Project Name","Item Title","Item Ark","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.publisher","Name.subject","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","AltTitle.other","Publisher.placeOfOrigin","Date.creation","Date.normalized","Description.note","Description.caption","Format.extent","Title","Alt ID.local","AltTitle.parallel","Publisher.publisherName","thumbnailImageName","masterImageName"
"Ethiopian Posters","Mesemariya","21198/zz002hp48b","","still image","","","","Derese Yohannes","","Music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Kiya's Design","","","","","Ethiopia","Pas. Derese Yohannes|~|vol. 2","[Ethiopia]","2009","2009","Poster is an advertisement for a music recording by Derese Yohannes and depicts a photograph of a man, likely Derese Yohannes, wearing a red and white striped button-up shirt and tinted glasses; in the bottom left is a photograph of a group of six men.|~|Lists background vocalists, music composers, and recording and mixing location.","Kiya's Design|~|RELA Printing Press","1 poster : col.","Mesemariya","ucla_1922_box06_folder006_006","","","ucla_1922_box06_folder006_006.jpg","ucla_1922_box06_folder006_006.tif"
"Ethiopian Posters","Egziabeher Yebelthal","21198/zz002hp49v","","still image","","","","Temesegen Markos","","Music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Kiya's Design","","","","","Ethiopia","Temesegen Markos","[Ethiopia]","2010","2010","Poster is an advertisement of an album by Temesegen Markos and depicts a photograph of him smiling and sitting with his hands in his lap; he is wearing an argyle vest, a striped button-up shirt, and jeans; at the bottom are photographs of five men, possibly the album production team; background is red and consists of abstract shapes.","#3|~|Printed by Rehobot Printers|~|2002/2010|~|Kiya's Design|~|Music arrangement: Nati, Mesgana, Eyoab, Ab, Miki, Sami; Record & mix: Natinael Befekadu @ Nati Digital Studio","1 poster : col.","Egziabeher Yebelthal","ucla_1922_box06_folder006_007","","","ucla_1922_box06_folder006_007.jpg","ucla_1922_box06_folder006_007.tif"
"Ethiopian Posters","Good Shepherd","21198/zz002hp4bc","","still image","","","","Liya Birhanu","","Contemporary Christian music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","LIO Printing (Firm)","","","","","Ethiopia","Liya Birhanu","Addis Ababa (Ethiopia)","2010","2010","Poster is an advertisement for an album by Liya Birhanu and depicts a photograph of a woman, likely Liya Birhanu, standing and clasping her hands; she is wearing a short-sleeve t-shirt and a large beaded necklace; at the bottom right is a photograph of her face in three-quarter profile; at the bottom left are two photographs, one of a woman who is likely Liya Birhanu singing with a male guitarist and the other of a man working on a computer and a second man playing an electric guitar.","Graphic design: LIO Printing|~|Mimo music production|~|RELA Printing Press","1 poster : col.","Good Shepherd","ucla_1922_box06_folder006_008","","","ucla_1922_box06_folder006_008.jpg","ucla_1922_box06_folder006_008.tif"
"Ethiopian Posters","Hiwot Yenager","21198/zz002hp4cw","","still image","","","","Efrem Alemu","","Video CDs $z Ethiopia|~|Contemporary Christian music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Kiya's Design","","Admas Photo (Firm)","","","Ethiopia","VCD|~|Efrem Alemu","[Ethiopia]","[between 2000 and 2010?]","2000/2010","Poster is an advertisement for a video CD (VCD) by Efrem Alemu and depicts a photograph of him standing against a white wall and smiling; he is wearing a black and gray striped button-down shirt.","A production of FBI Church Studio by Alazar Asregdom|~|RELA Printing Press|~|Kiya's Design|~|Admas Photo","1 poster : col.","Hiwot Yenager","ucla_1922_box06_folder006_009","","","ucla_1922_box06_folder006_009.jpg","ucla_1922_box06_folder006_009.tif"
"Ethiopian Posters","Poster in Amharic and English advertising a music recording and depicting a group of seven men and women performers [descriptive]","21198/zz002hp4dd","","still image","","","","","","Music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Twins Graphics (Firm)","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[between 2009 and 2010?]","2009/2010","Poster appears to advertise a music recording and depicts a group photograph of the men and women performers, who are dressed in contemporary Western attire; their names names are labeled as follows: Jerry A., Webit F., Daniel F., Zekarias G., Fiker Z., Meron A., Bereket J. Background is white with a grid of hatched gray squares; a small triangular photograph is in the bottom right that depicts the recording's composers, three men in casual Western attire; at the top are a photograph of a microphone and illustrated concentric circles in different shades of gray.","AB GET Printing Press|~|Graphics design @ Twins Graphics|~|2002|~|Music composers: Biruk Feyissa, Daniel Feleke, Finhas Baetay; Arrangement & mixing: Biruk Feyissa; Studio: Ebru Digtal [i.e. Digital] Studio","1 poster : b&w","Poster in Amharic and English advertising a music recording and depicting a group of seven men and women performers [descriptive]","ucla_1922_box06_folder006_010","","","ucla_1922_box06_folder006_010.jpg","ucla_1922_box06_folder006_010.tif"
"Ethiopian Posters","Aster Moges","21198/zz002hp4fx","","still image","","","","Aster Moges","","Music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","RELA Printing & Advertising","","","","","Ethiopia","2000 Vol. 1|~|Ene aleweredeme","[Addis Ababa (Ethiopia)","[between 2000 and 2008?]","2000/2008","Poster is an advertisement for a music album by Aster Moges and depicts a photograph of a woman, likely Aster Moges, in a three-quarter profile; she is wearing a pink blouse; background is black.","Design & printed by RELA","1 poster : col.","Aster Moges","ucla_1922_box06_folder007_006","","","ucla_1922_box06_folder007_006.jpg","ucla_1922_box06_folder007_006.tif"
"Ethiopian Posters","Ayamregnem","21198/zz002hp4gf","","still image","","","","Tewodros Tadesse","","Contemporary Christian music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Kiya's Design","","","","","Ethiopia","Vol. 1|~|Teddy","[Ethiopia]","2009","2009","Kiya's Design, AB GET Printing Press|~|Poster is an advertisement for a music album by Tewodros Tadesse and depicts a collage of the following: a photograph of Tewodros Tadesse standing with his hands in his pockets, wearing a t-shirt that reads ""God Bless Ethiopia"" and jeans; in the bottom right are portrait photographs of the recording engineer, Gedion Ewnetu, and the mixer, Daniel Ewnetu, and a photograph of a group of men; background is black and dark blue with mottled yellow spots, with two areas highlighted as if by spotlights.|~|Includes credits of the background vocalists, music arrangers, and musicians.","Dani Digital Studio","1 poster : col.","Ayamregnem","ucla_1922_box06_folder007_007","","","ucla_1922_box06_folder007_007.jpg","ucla_1922_box06_folder007_007.tif"
"Ethiopian Posters","Amaregn","21198/zz002hp4hz","","still image","","","","Tsehaye Wolde","","Popular music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Danny Studio (Firm)","","","","","Ethiopia","Tsehaye Wolde|~|Vol. 1","[Addis Ababa (Ethiopia)]","[2009]","2009","At the bottom are logos and graphics of the following: Dukem Ethiopan Restaurant; Yoly Addis Hotel; Harar Mesob Bar & Restaurant.|~|Poster is an advertisement for a music album by Tsehaye Wolde and depicts a photograph of him sitting and wearing a red button-up shirt, black pants, and a necklace with a crucifix; the background is black with a a photograph of Tsehaye Wolde's shoulder or arm.","Photo & design by Danny Studio|~|AB GET Printing Press","1 poster : col.","Amaregn","ucla_1922_box06_folder007_008","","","ucla_1922_box06_folder007_008.jpg","ucla_1922_box06_folder007_008.tif"
"Ethiopian Posters","Kemer","21198/zz002hp4jg","","still image","","","","","","Concerts $z Ethiopia","posters","eng|~|amh|~|som","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Yeroo duraatiif markii uguu horeysaa|~|2020 Open University College & Ayesha presents: Kemer|~|Hello Dire concert","[Dirē Dawa (Ethiopia)]","[December 20, 2008?]","2008-12-20","Poster is an advertisement for a music concert held at Dire Dawa Stadium and depicts a photomontage of three performers, whose names are printed in Amharic; background is black; at the bottom is a red rectangle that contains two photographs, one that is a studio portrait of a group of men and the other a portrait of three women in traditional clothing and a man in a business suit standing outside.","Saturday 20 December 2008|~|AB GET Printing Press|~|Dire Dawa Stadium","1 poster : col.","Kemer","ucla_1922_box06_folder007_009","","","ucla_1922_box06_folder007_009.jpg","ucla_1922_box06_folder007_009.tif"
"Ethiopian Posters","Best Amharic traditional songs","21198/zz002hp4k0","","still image","","","Nahom Records, Inc.","Chalachew Ashenafi|~|Birtukan Dubale","","Folk songs, Amharic $z Ethiopia|~|Folk music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)?]","[2010?]","2010","Poster is an advertisement for a music album by Chalachew Ashenafi and Birtukan Dubale and depicts a portrait photograph of the two; Chalachew Ashenafi is wearing a white button-up shirt and a white sweater, with a red, yellow, and green striped sash; Birtukan Dubale is wearing a white ribbed blouse or dress with multicolored patterns on the collar and sleeves; at the bottom right are two portrait photographs labeled in Amharic, one of a man in a business suit and the other photograph of a man beside a keyboard.|~|At the bottom is the logo and contact information of Nahom Records.","Design & print by RELA Printing & Advertising","1 poster : col.","Best Amharic traditional songs","ucla_1922_box06_folder007_010","","","ucla_1922_box06_folder007_010.jpg","ucla_1922_box06_folder007_010.tif"
"Ethiopian Posters","Maringe Cha 2000","21198/zz002hp4mh","","still image","","","Nahom Records, Inc.","","","Music $z Ethiopia|~|Video CDs $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Nahom Girma","","","","","Ethiopia","Best VCD collection","[Addis Ababa (Ethiopia)]","[between 2007 and 2008]","2007/2008","Includes production credits, as well as the logo of and contact information for Nahom Records.","Poster is an advertisement for a video disc (VCD) and depicts photographs of the following featured artists: DJ Same; Siyamregn; Rasselas; Alex; Abel Mulugeta; Ashenafi Abay; Yoseph Tesfaye; Elias Workneh; Nati Tilaye; Alex Olompia; Aku, Blen, crazzy; MT Barkey, Hanny Bany, Abel; most of the photographs are within a silver circle or oval with spokes; background is blue with a light blue diamond pattern and a thick white vertical border on the left.|~|Poster desingne [sic] by Nahom Girma|~|AB GET Printing Press","1 poster : col.","Maringe Cha 2000","ucla_1922_box06_folder008_001","","","ucla_1922_box06_folder008_001.jpg","ucla_1922_box06_folder008_001.tif"
"Ethiopian Posters","Elet Yebel Endayerekes","21198/zz002hp4n1","","still image","","","","Fasika Assafa","","Music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Saha Pro (Firm)","","","","","Ethiopia","Fasika Assafa|~|Vol. 2","[Ethiopia]","2008","2008","Poster is an advertisement for a music album by Fasika Assafa and depicts a collage of the following: a photograph of a woman, likely Fasika Assafa, who is wearing a short-sleeve dress with a pink rosette at the bust and yellow stitching or embroidery at the waist and is holding a wrought iron object; a photograph of two men in Western casual attire who are seated; the background is dark blue with curved white, blue, and light blue lines and abstract shapes.|~|Includes distributor contact information.","Design + print @ Sahapro|~|Music arrangement: Gemechu Mezegebu, Mekbeb Asefa; mix & balance: Fisha Fikersilase, Live Studio","1 poster : col.","Elet Yebel Endayerekes","ucla_1922_box06_folder008_002","","","ucla_1922_box06_folder008_002.jpg","ucla_1922_box06_folder008_002.tif"
"Ethiopian Posters","Engenagn Music Festival","21198/zz002hp4pj","","still image","","","","","","Music festivals $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","[Ethiopia]","[March 1, 2008?]","2008-03-01","At the bottom include the sponsor logos of the following: Hyper Film & Advertising, Ageazi Operation; Rook Pizza Restaurant & Bar; Polo Car Rent; Salvatore de Vita & Family Pvt. Ltd. Co.; Mono 2000 PLC; Heineken; Yonas Mobile.|~|Poster is an advertisement for the Engenagn Music Festival and depicts a photomontage of the performers, whose names are in Amharic; the background is green and black, with an image of a woman's figure in profile.","AB GET Printing Press|~|Entrace 100.00 with dinner|~|March 1, 2008 Paylet Association|~|Producer: Zelalem Alete & Eden Fikadu","1 poster : col.","Engenagn Music Festival","ucla_1922_box06_folder008_003","","","ucla_1922_box06_folder008_003.jpg","ucla_1922_box06_folder008_003.tif"
"Ethiopian Posters","Chayibet vol. 11","21198/zz002hp4q2","","still image","","","Mana muuziiqaa fi viidiyoo elektiraati","Aregahegn Werash","","Popular music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Andnet Printers","","","","","Ethiopia","2001/2009|~|Aregahegn","Addis Ababa (Ethiopia)","2009","2009","Poster is an advertisement for an album by Aregahegn Werash and depicts a photograph of him sitting in a chair with his hands clasped together; he is wearing a button-up shirt, a jacket, and a wristwatch; the photograph is tinted yellow; the background is black.","Designed & printed by Andenet Printers|~|Producer & distributor: Electra Music Shop","1 poster : col.","Chayibet vol. 11","ucla_1922_box06_folder009_008","","","ucla_1922_box06_folder009_008.jpg","ucla_1922_box06_folder009_008.tif"
"Ethiopian Posters","Dawit Tsige","21198/zz002hp4rk","","still image","","","Dawit Music Shop (Sound recording label)","Dawit Tsige","","Popular music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","GET Photo (Firm)","","","Ethiopia","Betam Newe Emiwodish","[Addis Ababa (Ethiopia)]","2009","2009","Poster is an advertisement for a music album by Dawit Tsige and depicts a portrait photograph of him; he is wearing a blue and white striped button-up shirt; background is blue with light blue lines.|~|Includes album production credits.|~|At the bottom are the following logos: Adika Tour and Travel; Mono Outdoor & Indoor Advertising.","Producer & distributor Dawit Music Shop|~|Printed by: WEBSOFT|~|Photo by: GET Photo","1 poster : col.","Dawit Tsige","ucla_1922_box06_folder009_009","","","ucla_1922_box06_folder009_009.jpg","ucla_1922_box06_folder009_009.tif"
"Ethiopian Posters","Best Kebron collection","21198/zz002hp4s3","","still image","","","","","","Music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Wengel Yashenefal","[Ethiopia]","2010","2010","Poster appears to be an advertisement of a compilation music album and depicts portrait photographs of people, who are labeled ""Josi,"" ""Bereket,"" ""Sami,"" ""Efream,"" ""Addisalena,"" ""Kedest,"" and ""Vedne""; the photographs are within double black line borders with curved corners; background is cream, with black borders and black vertical lines; an illustration of a book is under the alternate title.","Music arrangements: Josi Kassa, Amha Mekonen, Addisu Kuseya, Bereket Tesaye, Miki Hailu, Mix, Danel ewnetu|~|2002/2010","1 poster : col.","Best Kebron collection","ucla_1922_box06_folder009_010","","","ucla_1922_box06_folder009_010.jpg","ucla_1922_box06_folder009_010.tif"
"Ethiopian Posters","DUP - see Ark # 21198/zz002hp4s3","21198/zz002hp4tm","","still image","","","","","","","posters","","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","","","","","","1 poster : col.","DUP - see Ark # 21198/zz002hp4s3","ucla_1922_box06_folder009_011","","","ucla_1922_box06_folder009_011.jpg","ucla_1922_box06_folder009_011.tif"
"Ethiopian Posters","Hora amboo","21198/zz002hp4v4","","still image","","","Madda Walaabu Entertainment Studio","","","Music $z Ethiopia","posters","eng|~|amh|~|orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Tegegn Dessu","","","","","Ethiopia","Vol. 2|~|2010","[Ethiopia]","2010","2010","In Oromo and English, with some Amharic.|~|Includes production credits.|~|Poster is an advertisement of a compilation music album and depicts a photomontage of the following recording artists: Tshaayi Dirridsaa, Adaanachi Lataa, Kabbadaa Wayyessaa, Urgeessaa Gabbisa, Girmaa Galataa, Araarsaa Gaddisaa; background is black, with teal and blue radiating from the center; at the bottom is a brown border with yellow horizontal lines that contains the logo of Madda Walaabu Entertainment Studio and a portrait photograph of the composer, Dinbaruu Guddisaa.","Designer Tegegn Dessu 2010|~|Graphic Printers|~|Maxxansaa fi raabsaan Madda Walaabu Entertainment Studio","1 poster : col.","Hora amboo","ucla_1922_box06_folder011_001","","","ucla_1922_box06_folder011_001.jpg","ucla_1922_box06_folder011_001.tif"
"Ethiopian Posters","Yamral","21198/zz002hp4wn","","still image","","","","","","Music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Binyam Girma","","","","","Ethiopia","Ada Kassaye","Addis Ababa (Ethiopia)","[2007?]","2007","Poster is an advertisement for a music album by Ada Kassaye and depicts a photograph of her in chiaroscuro lighting, wearing a white or cream traditional robe and beaded jewelry; to the left is a photograph of a man wearing a suit and sitting in a chair; background is black.","Designer- Binyam Girma|~|AB GET Printing Press|~|Photo of Photoyikdem","1 poster : col.","Yamral","ucla_1922_box06_folder011_002","","","ucla_1922_box06_folder011_002.jpg","ucla_1922_box06_folder011_002.tif"
"Ethiopian Posters","DUP - see Ark # 21198/zz002hp49v","21198/zz002hp4x5","","still image","","","","","","","posters","","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","","","","","","1 poster : col.","DUP - see Ark # 21198/zz002hp49v","ucla_1922_box06_folder011_003","","","ucla_1922_box06_folder011_003.jpg","ucla_1922_box06_folder011_003.tif"
"Ethiopian Posters","Abdishame","21198/zz002hp4zp","","still image","","","Mana Muuziqaa Kushatik","Abdi Shame","","Popular music $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Wal-Hin Dhabnu","[Addis Ababa (Ethiopia)]","[2010?]","2010","Poster depicts a photograph of Abdi Shame wearing a hoodie, t-shirt, and watch, looking at the viewer and making signs with his raised hands. The title and alternate title are superimposed on the photograph on yellow and black bars, and an image of speakers is superimposed on the bars in the bottom left corner.","Maxxanssaa fi rabsaan mana muuziqaa kushatik","1 poster : col.","Abdishame","ucla_1922_box06_folder012_001","","","ucla_1922_box06_folder012_001.jpg","ucla_1922_box06_folder012_001.tif"
"Ethiopian Posters","DUP - See Ark # 21198/zz002hp4zp","21198/zz002hp50p","","still image","","","","","","","posters","","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","","","","","","1 poster : col.","DUP - See Ark # 21198/zz002hp4zp","ucla_1922_box06_folder012_002","","","ucla_1922_box06_folder012_002.jpg","ucla_1922_box06_folder012_002.tif"
"Ethiopian Posters","Iddoo Kee Gadi Hindhiisin","21198/zz002hp516","","still image","","","","Baacaa Bayyanaa","","Contemporary Christian music $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Farfataa Baacaa Bayyanaa","[Addis Ababa (Ethiopia)]","[2010]","2010","Poster depicts Baacaa Bayyanaa, seated and smiling. He wears a pink and black striped polo, khakis, a brown belt, and a gold watch. The background is black, with abstract blue and green shapes. The alternate title is printed on an abstract teal shape.","# -1- 2002/2010|~|Waldaa w.w.w.m.y. gimbii|~|Maxxansaa fi Raabsaan, 1. M.F. Saaron finfinnee, 2. M.F. Ebeenezer Gimbii","1 poster : col.","Iddoo Kee Gadi Hindhiisin","ucla_1922_box06_folder012_003","","","ucla_1922_box06_folder012_003.jpg","ucla_1922_box06_folder012_003.tif"
"Ethiopian Posters","Hengenye Ammayyu","21198/zz002hp52q","","still image","","","","Abbabaa Tamasgeen","","Contemporary Christian music $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","RELA Printing & Advertising","","","","","Ethiopia","F. Abbabaa Tamasgeen","[Addis Ababa (Ethiopia)]","[between 2007 and 2008]","2007/2008","Poster advertises a music record by Abbabaa Tamasgeena and depicts a photograph of him standing and looking at the viewer. He is wearing a short sleeve button-up shirt, jeans, and a watch. In the background is a another photograph of him in black and white. In the bottom left is a photograph of a sound engineer looking at the viewer while playing a keyboard connected to a computer, speakers, and a mixing board.","Design & Print by RELA Printing & Advertising|~|Recording, mixing & music composition by Samson Tamrat @ Sami Digital Studio|~|Lakk. 8","1 poster : col.","Hengenye Ammayyu","ucla_1922_box06_folder012_004","","","ucla_1922_box06_folder012_004.jpg","ucla_1922_box06_folder012_004.tif"
"Ethiopian Posters","Simagan","21198/zz002hp537","","still image","","","Negarit Music Shop (Sound recording label)","","","Music $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","AB GET Printing Press","","","","","Ethiopia","Woliissoota Sadeen Bekkamaa vol 1","[Addis Ababa (Ethiopia)]","[2010]","2010","Poster appears to advertise a compilation music record and depicts a collage that includes photographs of Umar (Malkaa Milkii), Mawordil Abdurraman, Abdalla Ammee on a green background with illustrated vines and geometric shapes. At the head of the poster is the label for Negarit Music Shop.","BARA 2002, BARA 2010, Mana Muzigaa nagaariti|~|Design & Printed by AB GET Printing Press","1 poster : col.","Simagan","ucla_1922_box06_folder012_005","","","ucla_1922_box06_folder012_005.jpg","ucla_1922_box06_folder012_005.tif"
"Ethiopian Posters","Boonsa Sabaa Faaxe Anniyya","21198/zz002hp54r","","still image","copyrighted","","Mana Muziqaa Abbaa Gadaa","Faaxe Anniyya","","Music $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[2010]","2010","Poster appears to advertise a music record by Faaxe Anniyya and depicts a photograph of her sitting and looking at the viewer with her hands clasped over her abdomen. She is wearing a beaded headdress, jewelry, and a blue beaded transparent tunic.","vol.2, 2010|~|Maxxabsaa Fi Raabsaan Mana Muziqaa Abbaa Gadaa","1 poster : col.","Boonsa Sabaa Faaxe Anniyya","ucla_1922_box06_folder012_006","","","ucla_1922_box06_folder012_006.jpg","ucla_1922_box06_folder012_006.tif"
"Ethiopian Posters","Sanyii Mootii","21198/zz002hp558","","still image","","","Mana Muziqaa Abbaa Gadaa","Hacaaluu Hundeessaa|~|Jamboo Jootee","","Music $z Ethiopia|~|Video CDs $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Solomon Digital Studio","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","2009","2009","Poster advertises a video CD (VCD) by Hacaaluu Hundeessaa and Jamboo Jootee and depicts a photograph of the two sitting and wearing contemporary Western clothing. In the background are orange shapes resembling fire.","Maxxabsaa Fi Raabsaan Mana Muziqaa Abbaa Gadaa|~|2001/2009|~|Graphics Design - Solomon Digital Studio","1 poster : col.","Sanyii Mootii","ucla_1922_box06_folder012_007","","","ucla_1922_box06_folder012_007.jpg","ucla_1922_box06_folder012_007.tif"
"Ethiopian Posters","Ani akkana hin seene","21198/zz002hp56s","","still image","","","Adil Tango (Sound recording label)","Maliikaa Mahammad","","Music $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Maliikaa Mahammad","Addis Ababa (Ethiopia)","[between 2009 and 2010?]","2009/2010","Poster appears to advertise a music album by Maliikaa Mahammad and depicts her leaning on her arm, smiling, and looking at the viewer. She is wearing pink, and her hair is pushed in front of her arm. Another photograph of her is in the center left. The background is pink, with lines and geometric shapes. Contact information and the logo for Adil Tango are under the background photograph.","Maxxansaafi Rabsaan Mana Muuaziqaa Adil Taangoo|~|Lakk 1","1 poster : col.","Ani akkana hin seene","ucla_1922_box06_folder012_008","","","ucla_1922_box06_folder012_008.jpg","ucla_1922_box06_folder012_008.tif"
"Ethiopian Posters","Obsa Naa Kenni","21198/zz002hp579","","still image","","","","","","Popular music $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Jorroo Nageessoo|~|Vol.1 2009","[Addis Ababa (Ethiopia)]","2009","2009","Poster appears to be an advertisement for a music album and depicts a man in a red zip-up cardigan with black stripes, a white collared shirt, and jeans. The man looks at the viewer, smiles, and appears to be leaning. In the bottom left is a photograph of a man wearing a green hat and green jacket. The poster background is black, with a white border.","Qindeessaafi Miksiin Daannii Beellaa|~|Maaxxansaaafi Raabsaan Mana Muuziqaa Vookal|~|Adyame Yordanos P.P","1 poster : col.","Obsa Naa Kenni","ucla_1922_box06_folder012_009","","","ucla_1922_box06_folder012_009.jpg","ucla_1922_box06_folder012_009.tif"
"Ethiopian Posters","Mijuu Birraa VCD 2009","21198/zz002hp58t","","still image","copyrighted","","Mana Muuziqaa Kushatik","","","Popular music $z Ethiopia|~|Video CDs $z Ethiopia","posters","eng|~|orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Solomon Digital Studio","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","2009","2009","Poster advertises a video CD (VCD) and depicts a photomontage of the featured recording artists: Amiin Huseen, Tiyyaa Daadhii, Shumat Iddoosaa, and Giittii Daadhii. Background is red with leaf-like silhouettes on the right side.","Graphics Design - Solomon Digital Studio|~|Director, Awal Usman; Production, Solomon Digital Studio|~|Maxxanssaa fi raabsaan Mana Muuziqaa Kushatik","1 poster : col.","Mijuu Birraa VCD 2009","ucla_1922_box06_folder012_010","","","ucla_1922_box06_folder012_010.jpg","ucla_1922_box06_folder012_010.tif"
"Ethiopian Posters","Daawwitiin kan keeti!!","21198/zz002hp59b","","still image","","","","","","Radio programs $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","Raadiyoo Daawwitii Dargaggootaa (Radio program)","","","","Ethiopia","Daawwitii Dargaggootaa","[Ethiopia]","[between 2000 and 2010?]","2000/2010","Poster is an advertisement for Raadiyoo Daawwitii Dargaggootaa and depicts a young man and woman smiling and looking at a viewer. Both are wearing t-shirts with a radio program's logo. In front of them and out of focus is a radio antenna and handle.","Dilbata Ganama Sa'aa 12:30-1:00 Raadiyyo Itophiyaa irratti argattu","1 poster : col.","Daawwitiin kan keeti!!","ucla_1922_box06_folder012_011","","","ucla_1922_box06_folder012_011.jpg","ucla_1922_box06_folder012_011.tif"
"Ethiopian Posters","Walu Qabnaa","21198/zz002hp5bv","","still image","copyrighted","","Mana Muziqaa Abbaa Gadaa","Naata'a H/G Furgaasaa","","Music $z Ethiopia","posters","eng|~|orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Naata'a H/G Furgaasaa|~|2002/2010 New Album","Addis Ababa (Ethiopia)","2010","2010","Poster is an advertisement for a music album by Naata'a H/G Furgaasaa and depicts a photograph of the recording artist wearing white pants and a white button-up shirt with sunglasses hanging from the collar. He is seated, with his arm leaning on his thigh. The background is black with patterned blue and teal horizontal stripes and teal vertical stripes.","Maxxabsaa Fi Raabsaan Mana Muziqaa Abbaa Gadaa|~|Music Arrangements: Mulugeta Zena; Tamrat Kebede; Zerihun S/Mariam; Tenor Sax: Zerihun Belete; Bass Guitar: Solomon Akalu; Sound Recording & Mixing: Kibret Zekiyos & Zerihun S/Mariam; Mastering: Kibret Zekiyos; Sagalee Kan Jalaa Qaban: 1. Bishiriyyaa Borshaa; 2. Haalko Qasaro; 3. Urgeessaa Araarsaa","1 poster : col.","Walu Qabnaa","ucla_1922_box06_folder012_012","","","ucla_1922_box06_folder012_012.jpg","ucla_1922_box06_folder012_012.tif"
"Ethiopian Posters","Production presents Ethio Remembers in memory of Mamush Elias (MASH)* 1970-2008","21198/zz002hp5cc","","still image","","","","Mamush Elias","","Concerts $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","[Ethiopia]","[2008?]","2008","Poster is an advertisement for a concert and depicts two three-dimensional arrows, one green and one orange, that cross over each other. On the orange arrow is an image of a man, possibly Mamush Elias. On the left side of the poster are photographs of concert performers. In an orange rectangle at the bottom are sponsor logos. Background is black.","@ Tropical Gardens Saturday, doors open @ 9:00pm","1 poster : col.","Production presents Ethio Remembers in memory of Mamush Elias (MASH)* 1970-2008","ucla_1922_box06_folder013_001","","","ucla_1922_box06_folder013_001.jpg","ucla_1922_box06_folder013_001.tif"
